id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
59,2.998259418518501e-10,5.840242026967923e-14,5.138423730954855e-08,1.5261395480692386e-09,4.954172055232631e-12,7.216606869378528e-14,4.1440323937137757e-13,8.697260034558341e-13,4.1538848099056946e-13,1.5944985132590461e-12,6.596793777902121e-09,5.585743673153232e-12,1.0916380022152339e-09,1.6458343477139536e-13,1.1019091590786304e-13,4.645371272978677e-14,1.6437214324973573e-15,2.7608011363144946e-12,2.450422850741596e-11,5.148041992697472e-10,1.0756401325195952e-10,4.808725292959615e-11,1.284494865445927e-15,1.9109356319546578e-09,1.7569067034539643e-10,1.0181076467996597e-11,1.0167332470736867e-12,5.022546912874723e-14,3.196810816064044e-09,3.254312930245362e-10,7.616462127657542e-09,7.345676289460812e-10,1.765182097712703e-11,2.5246261244754598e-12,3.3934577370331453e-10,3.877006354846557e-12,7.645454907188876e-13,1.188129594709153e-10,1.2202934218663586e-09,1.8044024052699115e-09,4.265715818768667e-12,3.744697762053835e-14,8.291100689035782e-14,1.3426979146580198e-11,1.5675049799823704e-11,1.6923639573063198e-11,1.2190046749793737e-09,1.0086535556438903e-12,2.6567551977829673e-11,3.3435496038514145e-10,3.3218261041162434e-12,6.523520330696531e-13,3.196618317269362e-11,8.62763638309616e-09,1.8798881455950323e-06,2.9029700954197324e-07,6.772264693477581e-11,6.334409857538734e-14,2.850941122176272e-14,4.269801959916331e-12,2.713588242997389e-10,1.513884171799873e-06,1.157793739353652e-11,1.3391739973889205e-14,2.841296531386206e-09,3.585349475088151e-07,6.286061894535816e-14,9.421520638305814e-13,0.9999954700469971,6.663186979949387e-08,3.041598972686188e-09,4.976200007611453e-12,5.122543133352945e-15,5.073435005442661e-09,5.0848616983678596e-11,4.686487864447031e-10,1.6845494998918298e-09,5.0969641809488537e-17,1.5872039531852021e-16,9.52219858518788e-10,1.3905792749929757e-12,3.559031114264144e-08,1.1088096315680501e-13,3.944318016733256e-14,1.3126691845045252e-13,7.505448706979223e-09,1.0594846600042729e-07,1.0575322735573156e-11,3.883600472459614e-12,3.0272522769797527e-12,6.3132095107221176e-09,6.167722582661739e-11,7.720852401860157e-09,1.0592108301565872e-09,1.375319888356763e-12,1.0984268202852195e-15,2.189830006216198e-08,6.284881469420522e-12,2.551728357502725e-07
62,1.4104070012695483e-16,2.211177984148046e-14,8.862189627978356e-12,4.518811336944907e-14,5.622533764864713e-16,1.1742301280756118e-16,1.2694580109329223e-10,8.373465325793843e-15,5.872640359574043e-16,1.4981559617755088e-15,1.4355438289449527e-17,4.7551243812730265e-14,1.1008638399535886e-15,9.402078724948804e-13,2.8211493471180793e-12,5.276842851564822e-10,7.5067522032848e-16,6.993075629679879e-08,3.0357817530689366e-15,4.7665916352856996e-11,3.645958361121815e-17,9.6479153333974e-15,2.429404062902901e-13,2.0326662987339705e-14,1.843220349707084e-15,6.228654744755424e-14,1.0198794933580224e-12,4.1292980768048437e-07,5.346424800274641e-13,1.9667909878853806e-13,6.946542408133027e-13,4.5047692247453253e-13,4.092764945310898e-15,6.863868468823947e-14,1.701623911221084e-11,4.706648262185189e-15,5.2784256965310306e-09,2.2677006938920385e-08,1.489795131703886e-08,1.3815378174797388e-08,1.655213388573884e-08,2.3616891320181466e-13,4.832887128686236e-12,5.755866161298584e-13,8.65011529072035e-08,4.8968181939890165e-12,4.2347276672707185e-14,5.3385327408728145e-11,3.062103386608159e-14,2.52440653287795e-14,4.394036350052755e-12,1.499034999862675e-13,4.550827163024573e-12,5.4901694482096107e-17,1.8532379436764646e-16,3.8356080453953175e-17,1.6683771851633907e-15,0.9999991655349731,9.464157102456738e-08,1.090742940412781e-09,1.7699895368816776e-11,4.640451472686963e-16,2.7065402363746216e-08,9.07203912686727e-12,4.178414341957093e-13,2.357963171726029e-16,8.701789289133899e-13,1.9735223233396937e-08,5.751561065522187e-14,2.126369826743746e-12,6.194991029629402e-15,1.6928881798987383e-13,7.286040260706672e-13,1.2022803542663385e-12,1.218025331338685e-14,3.692543571799135e-15,2.3166340807484476e-12,3.061001701675642e-13,2.6562631353374902e-15,1.0226762064144759e-13,6.3048172368671e-14,3.7597969876346227e-11,1.671309202144755e-09,1.49099812357667e-11,6.0253891990842e-14,4.708835318195659e-13,6.218780915570599e-13,5.72613734206584e-09,5.199924692222968e-12,5.504575129045008e-10,1.4574768868462658e-14,1.0547772643374267e-13,2.88733907659669e-13,9.438664949382408e-16,8.968467461734075e-12,6.30208940588517e-10,5.411776582420202e-10,2.4996439905330915e-15,9.295699552171275e-16
65,5.641605685760033e-14,2.782253073763119e-11,7.77508113447567e-10,2.6251598551213506e-12,8.91506161428135e-13,2.1968834737484677e-11,9.847941839780106e-08,1.947141043236525e-14,6.0203274657166794e-12,6.583768361219378e-13,1.0792288287000962e-12,8.667188494682065e-12,1.6532258201307215e-11,4.673248454878376e-10,1.4768957043997943e-05,5.511408218694669e-08,1.4315570950884648e-09,1.4427450553688992e-11,2.4804336362649337e-10,1.4486012389625103e-08,1.274775480013539e-15,2.0622771046419075e-08,6.216415044946189e-07,1.7543942915174832e-14,2.310074631584058e-10,2.835409129708921e-10,6.457215651067827e-09,2.940776084869867e-07,3.122111943976158e-13,3.481572669050692e-13,3.582092400478132e-10,5.561174350882103e-12,5.4622729950271065e-12,4.1160563184813176e-14,2.6486108861689672e-09,9.865956662746811e-11,1.3871152759747929e-06,6.823974718628278e-10,2.952910485576332e-11,3.0806562856255937e-10,1.586053076607641e-05,7.678106761499492e-11,2.2124357901276426e-09,8.664044592876508e-09,1.057240517354785e-09,3.5397689553823275e-12,3.295579781292801e-11,1.3085492689413059e-09,5.059854987256307e-13,3.057007078033358e-11,5.70623548412641e-10,1.7111028149940921e-09,8.423216652983772e-15,7.744801436455895e-13,5.870228348553441e-13,1.629168127443778e-13,8.086443514798702e-09,1.3576894275502127e-07,5.201949981881171e-11,9.5676000455569e-10,4.343281810592625e-12,4.38606968669944e-13,1.0059764132819282e-09,5.489651471179968e-07,3.391193548196725e-09,1.630146416616539e-14,4.211275950183335e-08,3.2769062130455495e-08,8.905367415712462e-11,8.850621624478805e-11,4.394839960703001e-12,5.157866148075563e-11,6.569744748219364e-09,2.0986053173022157e-11,5.3818081935386175e-11,1.0545971214359628e-11,9.336518363989299e-11,0.9999607801437378,7.198352580672918e-09,7.781785876488992e-14,1.5464680924726082e-10,2.4412551841157537e-11,4.094471250937204e-07,1.8221301445464633e-07,1.1452445166249686e-13,3.9782599957349785e-12,1.4854058955071636e-11,4.175466195022182e-09,2.2780961117518927e-08,2.3938784288191073e-10,3.9892530468224607e-13,5.258083968229244e-10,2.2968261407380064e-12,1.4533757877743803e-11,1.5614700643595825e-08,2.872108098017634e-07,3.945863724652554e-08,4.321302640164504e-06,4.046312980857114e-13
68,4.912110757211707e-14,0.9999998807907104,4.271152116881727e-14,1.2504051741420079e-17,3.092483780164912e-08,4.32473804692717e-15,1.1063196257536656e-13,3.4652027774972893e-11,2.84059248345514e-10,2.2450436176768562e-08,2.975098533958449e-14,2.8898041737335234e-09,5.089837514134221e-13,3.791020882631946e-12,1.043580846737946e-11,2.1811678439960513e-13,2.9825204528322047e-09,3.4036393740946515e-16,9.383819777805929e-15,2.4714658763969055e-08,1.9488540555639977e-12,9.45677780875287e-13,3.868452409669593e-17,5.582700452333304e-16,3.8664165527459775e-17,3.161173016569556e-16,6.258330387254318e-08,2.91412983562798e-17,1.6821349272267555e-14,4.5048841501756087e-13,1.871175355259677e-17,3.1963472667262405e-14,2.972086823611192e-14,2.5553688058252942e-14,4.820341683046871e-16,7.189845246946547e-11,9.404891416434774e-15,1.045353820866568e-11,3.1884286877392753e-12,2.378244357090914e-13,1.6989317938587156e-13,1.7956287498566148e-12,1.4665547083485796e-14,9.723503137477165e-18,8.043018291312154e-15,1.311027710951886e-18,2.082001478636913e-15,3.1102267983307286e-10,3.2563204910296406e-10,2.297301454970424e-12,2.1506646957286456e-16,1.2079989176387411e-14,3.511035938791555e-18,1.289947424050475e-13,5.59276962849159e-13,3.213714491463564e-14,2.2769511970333056e-12,6.373496930073145e-18,3.671288120403291e-19,1.2429738397671131e-14,1.1487413681367906e-17,2.0106049193116154e-17,3.038598084678998e-16,1.1074654241620754e-14,2.127575449151209e-09,1.5468048755845859e-15,1.0282071536831276e-15,1.440678242404646e-19,9.021646277251882e-15,1.3955146268096008e-15,2.3338998590495957e-17,3.6740676126975917e-16,1.0451112710974735e-17,1.5811044964605947e-12,1.1659050461187981e-11,7.487697094299417e-12,5.947807783849063e-17,9.988861023622951e-17,1.0679232671784167e-11,1.0336765744637242e-17,3.022916639228157e-11,2.6667322508073165e-15,7.893437566782965e-16,1.4617081416784528e-12,7.972284291057896e-12,6.501882920950663e-10,5.869618040139121e-17,1.1072204622337295e-14,2.9016345532914545e-13,1.4800805709074688e-13,2.265973646648758e-15,1.7261526883967197e-14,8.827338274404462e-13,1.1800072908813714e-13,7.622856745782489e-14,3.1797821320456165e-11,2.43824172515368e-15,1.3688271978569422e-13,2.1954971174409366e-09
70,2.552454584007182e-18,5.772446817476802e-17,3.5500698772138834e-15,1.8423596035528397e-19,5.5943620843137455e-15,7.324849277470791e-13,3.013422412602028e-15,1.5646017789602276e-15,1.0824530163621998e-17,6.5606877637275525e-15,1.3408649345554802e-16,2.0743843654521393e-13,3.6827380537039235e-16,1.526809413491051e-13,5.308628119172598e-16,8.280636593083202e-11,1.4089488348780306e-18,1.333905500102602e-17,1.6965876403415847e-12,1.9207572229205956e-18,1.8816064429206386e-14,3.0916088475895203e-16,8.108866356160149e-11,5.355852567001662e-11,3.0963141772755165e-11,3.6748169611466874e-12,2.9716282060922306e-13,2.804883378684823e-19,2.7793987111834895e-09,2.1311667708356907e-11,6.05009342321064e-14,1.0239660530987804e-18,3.6523730847336175e-19,6.390730306060632e-11,5.616380335200707e-17,4.2811566791645106e-11,2.2284231226517846e-18,2.4960443122654975e-14,2.359416373214074e-13,1.2536334119186186e-17,1.8790508756973454e-16,7.126483286777545e-21,1.1056694118966644e-17,1.8606421233662105e-15,1.173111250491848e-16,2.098068660497742e-20,5.093630256621483e-14,4.408398194108277e-17,5.34271242718509e-18,3.8724749860767627e-13,1.98722783671341e-22,5.043797444862028e-16,6.695082749229468e-17,2.975920155917286e-14,9.165872271246767e-13,6.47849883548407e-13,3.0982148270519705e-12,8.011493213940451e-18,7.262097299005401e-24,2.650463182263252e-12,4.740939226384477e-16,5.252676006824164e-13,1.123276818781882e-12,5.419718713666486e-15,3.6277130605055774e-11,2.9240915244699295e-12,7.856279713694576e-15,5.8961563929871286e-12,2.36765251501736e-13,8.365623189836302e-13,0.9999995231628418,4.057355909026228e-07,7.999536449920797e-11,2.0467025643733372e-11,3.1473749387972427e-13,5.3906663306086105e-15,6.623392742618784e-18,3.228317847693996e-17,2.223433746213516e-15,9.581820929006673e-16,1.6675573988322867e-07,1.323483293218133e-19,9.572229691221963e-20,4.050911224177595e-20,2.6575937812781053e-21,8.435685494128057e-18,3.553662355701426e-14,4.0823992949155785e-14,6.065113966613467e-10,1.2335237826878113e-18,3.496973041197541e-18,3.5004768181301493e-14,2.328097296108028e-13,1.7167747778934483e-10,1.6734847280615507e-21,8.556956608427473e-20,1.2361561427254308e-12,3.3617026669969727e-15,9.992569651503386e-14
74,4.517768279397834e-16,1.4993259455156616e-12,2.52744936091176e-10,3.958766040673689e-12,2.7749150633554764e-12,2.4035866630356395e-09,6.000396624017412e-09,3.875738271985618e-12,8.847018576714147e-15,8.898610472617141e-13,2.2552498063488358e-12,2.975110713343554e-10,7.281128824865313e-13,3.0472496748146227e-10,1.6792657542286094e-11,3.7018139664724004e-07,1.8657249563244467e-15,2.867754861704541e-12,8.314763461081398e-11,4.861635399810993e-12,1.5790607753654595e-13,8.610249557609861e-13,1.4632903777567208e-08,4.255413799114649e-09,5.7570084116553844e-11,1.302278007653257e-10,4.1587677745980045e-11,4.855799443093112e-11,0.9999772310256958,1.5058355984365335e-07,6.573566224687966e-08,1.0406115205641164e-11,2.959186444061873e-13,3.97386047679138e-11,9.957644708791236e-10,2.2126864229754517e-10,2.747028715610611e-10,1.7918676264994104e-10,3.4102949797443216e-08,1.7413158692747288e-09,6.64044296980193e-12,7.010431342017011e-15,5.262921831672429e-08,3.819838889640437e-11,1.4362185052352316e-10,5.986141487016039e-13,2.2172925717711678e-09,9.26334963596842e-13,2.9465494714303597e-12,2.6673031838786443e-11,6.215555847788323e-11,1.4591501618088643e-10,1.245898147317348e-05,9.265418654536006e-09,1.8493099846611516e-12,4.4154935263662765e-10,2.3595381204444266e-10,1.0590738008797729e-10,1.3417471987793844e-14,2.49365003472668e-12,1.2126407433754594e-08,6.084937241579436e-12,5.213100848777685e-07,7.362271903232909e-11,6.4991354520316236e-09,5.4408432918545344e-14,8.523637916368898e-06,9.96051863211278e-09,2.408252208763173e-10,6.531473673021537e-08,4.406636389120422e-09,9.781468968128593e-10,2.692686134828093e-12,1.1986113435114021e-08,1.3959970332488858e-11,2.1993093110572737e-11,1.0033101194469041e-13,2.474706854369013e-12,4.263919675239619e-13,4.567846101366513e-10,7.062445739336454e-09,1.1046885184384792e-08,2.434926446668456e-13,8.023557512837343e-12,9.491904739413956e-14,1.9746120970970393e-12,3.756137414989702e-11,5.045728071473299e-11,2.0948225376571372e-09,8.250895084348231e-14,4.1374488470719006e-13,1.1500555282401015e-12,5.199854058446363e-07,2.806528620613591e-11,5.807774152956835e-15,6.248067384653777e-14,1.5604181058392896e-08,6.295405819908839e-13,1.5894972837937615e-10
77,1.6066235979798544e-18,1.0834796533814965e-14,1.569864437013166e-14,2.3142210668408367e-15,3.844989067635057e-16,1.2321808070397955e-12,6.29008511943141e-10,6.694559457568611e-14,1.3496562101056938e-16,1.53633173670826e-15,4.747343391035761e-18,1.1520828846586957e-14,5.134757433155647e-14,8.48745726478306e-12,5.0904081432901274e-14,1.0,2.0914870945563873e-18,3.694429405952902e-14,8.33217755181288e-15,8.72735586056328e-14,8.37013804802813e-18,9.094893186667902e-17,1.0723939791734693e-10,1.0618264419310665e-14,1.1342728310965479e-15,5.616812353767542e-13,3.356702123289562e-14,2.7082834520348762e-15,3.3422851153375177e-09,7.096935018824357e-12,2.5235447412286227e-12,2.4957395921627228e-15,1.924315199373916e-14,7.860712948615234e-13,3.4667216234458235e-16,7.863677699455895e-14,6.060970735716209e-12,3.466761600012802e-12,7.90366903868911e-12,2.730851569182624e-12,2.4623586589861413e-14,9.165415958716213e-18,1.441831815615982e-13,3.25349060809521e-17,3.058831467739505e-14,8.280497530602053e-15,1.1292222277419547e-14,5.234570863923852e-15,1.146076473444553e-16,1.3169797436434318e-15,5.517786494233694e-16,2.1322472867207898e-13,1.0959383899521169e-13,6.844870599784041e-16,1.6265560451234529e-16,8.833557846753737e-16,5.1243961873316535e-14,5.6880021526151125e-12,7.327097210003877e-18,6.24594885360874e-13,2.0821138799090137e-14,9.512980708498744e-18,2.546724386931487e-09,1.611030238249725e-14,6.956757761002186e-13,1.7981624320778915e-15,9.48246776238948e-12,3.123170992658242e-12,2.112672965173465e-14,1.783132425351927e-14,1.934479659793098e-10,6.79793786366456e-13,1.2610709189137675e-13,1.588049217951179e-13,5.574000259294699e-15,5.402833005983853e-16,3.993445885322358e-16,1.3079740469965767e-13,5.08004664335625e-15,5.596069279218937e-16,5.1946183465823026e-11,5.100532558702069e-15,2.001027458220007e-15,3.1177025445626363e-15,1.8763227678626965e-16,7.017567382839392e-17,2.6482419450852288e-15,8.778153898214569e-11,1.5148720819424533e-11,2.375471078047979e-16,8.464470448866714e-19,4.566579929411903e-15,9.474653049970638e-13,1.1723032551755504e-14,2.2008603975785275e-16,5.224254637901005e-16,3.767532753872274e-14,4.265946178272519e-16,1.2476199001860977e-14
79,1.4925938902812103e-13,5.162038873608721e-13,3.5773023676329355e-14,1.760247994933509e-18,7.918520700256337e-11,3.57873979339729e-08,2.13144787396583e-15,6.320865843063785e-16,1.0088363656826985e-13,2.563612083034128e-12,2.393280235449269e-12,1.8964596061078753e-13,1.0517905063896554e-17,1.0318496071145579e-15,5.866224254405181e-14,3.19196675113622e-14,6.920969873591698e-13,7.357253914541482e-20,6.687827891482812e-08,1.2190975460097334e-18,1.1433320653078671e-12,4.532249366422331e-16,2.9633892351989006e-16,3.1885319160680737e-16,1.6309768206129727e-12,6.227744692556894e-14,8.947909687501143e-14,6.188487646318004e-19,1.0701457948958382e-11,2.363863814994839e-16,6.529947058717342e-17,1.4814642643424665e-17,2.0341235601795583e-20,7.793457177350527e-13,5.909896317937441e-19,0.9999998807907104,5.959963414713614e-23,1.6572202260008346e-16,1.1386160984127127e-16,3.0442829992440544e-16,3.044806889121931e-15,2.0937528456517467e-19,5.945318327547303e-15,9.219396283183766e-15,2.227694482874465e-13,4.965189492172999e-22,1.2887410416105127e-15,1.2779201171271808e-18,2.739576073456478e-18,5.779473080669284e-11,1.6467790727383055e-22,4.002947212710387e-16,7.581736354062882e-21,3.0682663136290863e-15,1.1691418232845363e-13,1.0807080788600192e-17,3.3858180148449435e-10,1.0508304592449762e-20,8.887969601380305e-25,4.893973198360504e-16,5.566022654843275e-18,4.0815246063425964e-16,1.9213678476487822e-16,7.294144604183365e-15,8.561761542791313e-12,1.5942584437930035e-13,1.4733480819921485e-14,5.782070676162944e-20,3.0095737066479413e-16,2.966412041677767e-14,2.9625829567336837e-11,1.3433269774321133e-10,1.2229374871580495e-15,1.7199692191327554e-12,1.511291980449414e-09,2.861961969496951e-12,2.720737324518797e-17,7.998801053883111e-16,6.257204498462399e-13,1.5520303146985305e-22,7.190335132856163e-12,2.0467574838783414e-19,1.0386354421028577e-20,1.7320535023956084e-17,1.5834710711284366e-19,4.410954264919127e-18,2.023608860285439e-17,1.0753076544550866e-19,1.5881294543329538e-11,1.5920871510656824e-15,1.3411423113759264e-15,2.0045818032842638e-13,5.120499835774284e-13,7.965414786093028e-12,2.2544650075387215e-21,9.747191315474e-19,1.6586614062384735e-17,3.822536731590276e-10,2.145822658355446e-15
86,3.5613630548253535e-19,9.80118697752447e-18,3.54871573622902e-16,1.3216821074342988e-20,1.3412704251091986e-15,1.2921587899065307e-13,4.698720986710955e-16,2.124636167352909e-16,3.634627889245247e-18,5.151215198617503e-15,1.1313289680883656e-17,1.1791428768180394e-14,8.079389356671662e-17,1.735349772138007e-14,7.311800158935934e-17,1.4802036332750568e-11,1.2021348633808381e-19,3.0975316075999587e-19,9.90638099980165e-14,2.8569112297568185e-20,1.0827607765191618e-14,9.294816123277068e-17,2.9662430844901166e-10,1.0538467321019596e-10,2.383382900761344e-11,7.080453411079102e-12,8.759458409264217e-14,1.502778277592439e-20,1.0912266645846103e-09,1.5966513050927333e-12,1.3672186441736236e-15,9.184135676363747e-19,9.253617006048869e-21,1.783489744777711e-10,1.7055120062348032e-18,8.268267320810097e-11,5.3911486729620775e-20,5.457938110796021e-15,4.1806819508008464e-13,1.8149610293702165e-18,7.45615062045195e-18,6.907935545033786e-22,2.9851464551815e-19,3.355307938822117e-17,1.8132042218262457e-17,8.849382564864727e-22,3.1310528849541955e-14,2.0671206284572597e-18,3.605529588150798e-19,1.7333517908220235e-14,1.9439345112575476e-24,3.21301136676707e-17,7.107168083099503e-18,2.288036313825891e-15,3.218335428885333e-13,7.443913581785082e-15,2.898880137672255e-13,6.392120901564777e-19,4.348784635239773e-26,3.34908722933111e-13,4.9611699102529634e-17,1.2586768988729659e-14,2.350841960332972e-13,4.649187823444503e-17,9.808435313951591e-12,1.6742146948314773e-12,5.354166198603765e-16,3.2849973961726966e-14,1.7192066794160556e-14,6.259583009329936e-16,1.0,1.4348151999854508e-08,1.5715864373766486e-11,3.7723378023754583e-13,1.5636613098085617e-13,1.5834744141788822e-15,5.804901507304261e-20,4.022567738316798e-18,7.655867589088591e-16,4.619065214257772e-17,1.5855079027460306e-08,1.904949896734348e-21,1.7476668346949317e-21,1.0722223677054918e-21,5.711801026794291e-23,4.347473115989358e-19,2.4014651957102336e-16,1.9076599428864515e-16,9.583883686659078e-10,2.3126973109721042e-20,3.1912027033882e-20,3.6450610223584274e-15,7.418970494367516e-14,5.670348565689487e-11,5.391510877500077e-23,4.3280920965226555e-21,3.686046490280516e-14,7.619652166033141e-16,4.9242573790819234e-15
89,2.9881556348523915e-18,4.7981621253230175e-16,3.0779599704357013e-16,2.3497202176602644e-14,1.925874671733106e-15,1.0176664937077603e-17,6.229444179462265e-14,6.329094800333612e-12,2.568085046764627e-16,1.5805595620491434e-15,1.9696963447757808e-15,2.1500869661073008e-12,1.80668002780493e-09,8.277004082124506e-12,4.412057741723374e-14,7.627823916391777e-16,1.992339145459553e-20,4.2448132885736754e-15,1.7193772718516326e-14,1.4225945454190286e-14,1.5276306966367087e-14,2.104076957187373e-16,3.6554050945894153e-16,1.1558847412204698e-13,5.869553983272485e-16,2.308551663566627e-15,5.669258600982455e-14,2.6459316655521013e-21,1.2200190857569737e-10,7.007596322742551e-15,2.1774769487503676e-13,2.2203727941352654e-17,6.386153207035513e-18,9.366305474267644e-13,3.650358631108352e-17,1.9051021204379362e-14,7.592672049080724e-15,2.1318768763012797e-17,1.5880173695123623e-15,1.5768489754050183e-16,7.801324983700326e-17,2.1959628266077235e-16,8.107016858258688e-18,5.921911736720233e-16,1.0493986474740093e-16,3.12130688151144e-16,1.1765712848443854e-09,3.78894820317441e-15,1.0421060681053973e-09,2.463155113902049e-12,1.855938796743728e-12,5.943048914523372e-16,7.380859118333305e-11,1.0,6.919599115917663e-09,2.266075771473197e-09,7.015812375499308e-10,1.9651965707518179e-19,1.276124887811161e-22,8.165584554349892e-18,1.2163925736888986e-13,3.150879713375844e-16,1.2262813106535958e-13,6.598580632964643e-18,2.7878496386413154e-11,1.9246804670858264e-12,1.0591795619090813e-16,2.6933197200122062e-18,1.5277380055467304e-11,3.803176176764289e-11,7.36135111201186e-13,7.401779621889811e-15,1.2802317153542257e-20,4.1739094819304157e-13,1.60384753438228e-13,3.6084988621308545e-13,3.830406071959094e-17,1.338365988837733e-17,2.54439681086515e-18,8.848178266462892e-12,8.229331660558614e-10,6.922673222967309e-17,3.8652627495288003e-19,5.740992533795342e-13,8.706779050641286e-20,5.1510309689514755e-14,2.4495871997487484e-08,9.099061912257373e-16,4.177722349920504e-14,1.517057644475349e-19,1.345501290160646e-18,3.1152762661190714e-12,5.04385812630237e-12,4.329895383209381e-12,2.2720897803933058e-18,5.522597688936984e-20,2.482465315329827e-15,2.314926221769426e-16,7.393251344467444e-09
90,4.748748577026032e-21,3.3625809553772626e-20,1.6985958700536887e-27,2.787309576403555e-32,1.118728773971529e-17,1.385006609035566e-18,1.0492480781496244e-28,3.0197146787220487e-25,3.4979147717846487e-22,1.4387208438493282e-11,2.6718478238326916e-20,9.210777794683984e-24,1.5576017166095074e-27,2.4771818203491043e-19,2.1321778046081265e-17,4.93806529880788e-22,3.092252838198678e-20,3.317827727060311e-30,9.59699185984662e-19,2.7043514065300074e-29,2.452627944488084e-14,3.669023131581069e-25,3.953175109212088e-23,7.887425129763562e-22,1.316581240682186e-25,1.553535663254084e-21,2.5382685915982625e-19,8.609111481467535e-29,1.5709208025314465e-19,3.6102806042737863e-25,2.157211396647398e-33,3.8812289751720146e-22,5.678213236505811e-31,5.155374630005612e-18,4.1216443058475126e-30,1.0139341623249809e-11,3.916717385211035e-29,6.161962012516429e-27,9.398833651682025e-22,4.845324097108584e-23,4.537390138580801e-30,1.7171446554224777e-26,8.148696111086615e-31,5.3951128194266555e-30,3.5731556938359046e-22,1.5333660295017e-34,9.100980060718078e-14,1.2231453195055028e-26,4.4608108882541544e-23,8.447986807210063e-19,8.017852275706968e-34,1.9418801070427497e-18,1.9618693619675815e-28,3.933496599084843e-17,6.463761275353475e-14,5.837181947981394e-22,2.0274755114266067e-14,9.703896883869992e-34,0.0,2.7456870799992943e-25,2.0036830334342134e-25,2.263653315715204e-27,2.2976842352897564e-22,9.776869347629095e-27,5.150681885498088e-16,5.558972956374003e-20,1.5023117566126883e-23,9.180628673049446e-35,8.466220895621995e-25,3.037529623152268e-25,9.053440105604603e-21,2.9770790147699556e-22,2.4778110935572394e-22,8.400011553327763e-26,1.0,1.5610537630849712e-17,1.3316698249759261e-31,1.450013087680915e-26,3.1562875143359426e-12,1.5306573676238009e-30,5.1633170124448097e-14,2.147433928510846e-32,4.2022224085217856e-34,2.4795061978703783e-20,1.1742793615464663e-25,8.627739446405468e-32,4.9425419548429465e-33,1.3115373885320721e-34,1.0051819402875917e-12,1.9769830746366688e-30,4.791269082652188e-30,5.226135188045698e-21,3.4789783235269994e-22,2.500571279852098e-15,9.792581963332283e-35,1.0898177773818138e-29,1.751064051751003e-28,2.761379313632457e-18,5.627649384393148e-22
